lr,tree,depth,subsample,colsample,auc_train,auc_test
0.039283894379803196,597,5,0.9112074190664639,0.8377234806212468,0.9712988901123808,0.8598460581796276
0.08761587382418444,657,4,0.6470485509417732,0.716841836341241,0.9805597296916019,0.8697924444284004
0.09021793961274502,739,3,0.9445686343596673,0.992810457611377,0.9779198266446669,0.8630627350013506
0.05558243355787436,217,3,0.8787554053903032,0.6494795904169908,0.87922612530128,0.8362487115612441
0.030884808123676263,476,4,0.807057142124734,0.5220613958166116,0.9296522028417897,0.8446488748710715
0.07737894090943018,380,5,0.8167803420945153,0.7208727960789453,0.976428895351242,0.8689173785996314
0.09662064089786436,186,4,0.8710897634737149,0.5607902503755453,0.9439535313693583,0.8530729105766887
0.04902176369330827,490,5,0.7378555382357371,0.9376102794643292,0.972223212580044,0.8617023257283549
0.05219705635976058,873,5,0.788588040440533,0.7045522707415245,0.9846677296272066,0.871296572039542
0.027891118633372958,920,3,0.5794035398908395,0.9279767900672856,0.9406228948523652,0.8501228521633913
0.0365914669585107,433,5,0.714119749778295,0.7782891042131115,0.9559625583992246,0.8548365506404486
0.08644635634223467,286,5,0.6741775919114603,0.92611446056166,0.9713805022540052,0.8588680728254849
0.019609621857963284,202,5,0.7934163933572038,0.8098924690963685,0.8516807480921541,0.821050790721221
0.0218903310139218,783,3,0.9550131056076208,0.5503964494318949,0.906007576711172,0.8402529775998394
0.03148711207437254,414,3,0.8053047873435975,0.5134972670185969,0.8909928237513902,0.8382366522056756
0.08153855886083816,666,5,0.9212528175403084,0.5182525585746264,0.9868708662760574,0.8736285037681734
0.01598715469786901,424,4,0.7203990234105804,0.7227817841795064,0.869257300388765,0.8280233872742339
0.05589688987568028,701,5,0.723903583531541,0.7217692901705326,0.9816169534265784,0.8702915753134703
0.07132816732667777,451,3,0.5938023716725961,0.7533933038568676,0.9518942909617045,0.8565187806177942
0.08055757967888262,930,4,0.7963718732027324,0.5779422770892891,0.9865177944929894,0.8749660119799266
0.01591668441050233,193,4,0.9942477997494366,0.7765623911775119,0.796826672810206,0.8037984293943043
0.09559480829960938,390,4,0.5276146481466243,0.5078183103809931,0.9714814670932015,0.8615730519827484
0.055754677710854406,345,3,0.5377852630863924,0.8598382036404381,0.921993621348033,0.8436672613615083
0.0654608726991396,239,4,0.5024631544812563,0.6213061514397539,0.9342258800975762,0.8490754198832885
0.02095451830407441,673,5,0.7498820286390929,0.8043487739002004,0.9515412358558212,0.8540379609805305
0.0265866206894827,491,4,0.7638014328758141,0.8575435403724436,0.9226131220968874,0.8473092614836815
0.08530511536075387,253,3,0.7187460132075789,0.6826715005515567,0.9294058570031629,0.8461475158904763
0.05416758852532097,943,5,0.7142654450627219,0.6302382135560487,0.9850951505739473,0.8735557748644418
0.09872186840111392,445,3,0.5909212208689592,0.783779732470927,0.9644434745543042,0.8540408142491585
0.021542362138209217,668,5,0.9757689981414022,0.8232916107006523,0.9503097741649513,0.8525905636859658
0.029567551771908646,959,5,0.6525463735028857,0.8626926252519007,0.9761468510185389,0.8665704228122675
0.04186279115331933,392,4,0.9856438945383481,0.8817989756364093,0.9378734216255042,0.8460622985490011
0.059499936976586454,371,3,0.8114651665944053,0.5154905769310951,0.9308847741701237,0.8464854963274931
0.024027352208221307,110,4,0.8415007292218195,0.839532361041198,0.7818225967274439,0.798557299806388
0.06021312272584998,235,4,0.6019125335143787,0.5716260371164319,0.9284739359326456,0.8498360033106948
0.06805622713869405,556,4,0.7712560267244357,0.5612368952382082,0.973942006425385,0.8659439645649004
0.08737482348119478,315,5,0.6179496456907394,0.8945613090387599,0.9738075691542665,0.8634965227544846
0.06129273681590687,208,4,0.5388660935646479,0.565154907605095,0.9219093878092874,0.843170500790964
0.09894980309077446,133,4,0.6405600798302755,0.6586199220501752,0.9212957010129424,0.8458262044683167
0.0374267022029695,491,3,0.7449113588400931,0.5280300116401768,0.9171618118573835,0.8444060181893005
0.056859120417223546,565,3,0.5430969366755376,0.6515532419217682,0.9503331548455415,0.8557330669538912
0.04041919699281107,768,4,0.6068421310056162,0.8735181428532626,0.9688966917616975,0.8627761127256778
0.0645307746418593,247,3,0.9830741053093961,0.5699817259020048,0.900691720820255,0.8416250978646175
0.07346179334793504,516,3,0.88223244572874,0.9396082170130424,0.9609171839492155,0.8590983226660884
0.06717591302784379,356,5,0.7079097394859457,0.861638650098129,0.9705925967554643,0.8648844871967513
0.01957543861373888,796,5,0.6552231241519129,0.8701805563892987,0.9555494579699405,0.8546862618065638
0.026861668898303895,749,5,0.6972171398375958,0.5955139058021992,0.9657476290453418,0.861569346356264
0.030581888524501062,912,4,0.7231752052469699,0.5956914550948982,0.965680885637037,0.8614067500565847
0.07266693784886404,161,3,0.7151823853342252,0.7636721918234834,0.8849740919573216,0.8329499729875702
0.040375461200360625,191,4,0.5693614275406829,0.9873659302046094,0.8796628464020468,0.8291158925563056
0.059496327845987934,789,5,0.5166366464320031,0.7612444985412905,0.9816256085254815,0.8674102364561557
0.018085121764871204,396,4,0.5976800304787573,0.5521854411570557,0.8710975714805175,0.8333556015727518
0.0504364478194185,247,5,0.5052295450176734,0.8476043463337927,0.9423252855370087,0.8493320261409011
0.08203921390848389,883,3,0.5890812842887643,0.6148639374758088,0.9768671532039718,0.8638890035941228
0.04154175256004576,637,4,0.9006270345543179,0.8846603679523883,0.9647468504514278,0.8589456607293704
0.06674828749237495,403,3,0.8197758736087791,0.5870115296660329,0.943319986930971,0.8510799866421451
0.072566903717143,301,5,0.7675428265922464,0.9606634559684668,0.968742264770629,0.8580501882860571
0.05419234792380137,356,4,0.9291418348704701,0.6065924514473409,0.9503356821051155,0.8526056283426987
0.08472693356930862,453,4,0.709763707405241,0.6547311552926411,0.974378374472603,0.8630566023802353
0.06052398320755514,930,4,0.5890702521259903,0.9799451635332774,0.9816969762310254,0.8611780089360477
0.06901713828736719,775,3,0.8895015860882904,0.8833621868097867,0.9733760627230778,0.8618597686579765
0.07084905432071013,735,5,0.7279985672468352,0.9750954492234651,0.9859480548696209,0.8757742939467843
0.03303665868924809,559,5,0.9762091935528288,0.7024756070876308,0.962938502220021,0.8544642667235599
0.04274474223791296,992,3,0.8096559849328027,0.9778827666627451,0.9645642540571677,0.8585791796743758
0.07066482318620063,704,4,0.729362360480692,0.9369718116664275,0.9794169512356042,0.870432207098291
0.08482772817476854,889,4,0.5622562107241109,0.8143243397435389,0.9849630340123877,0.870436550169231
0.08021305631041155,705,3,0.6145824268696412,0.9384774189387963,0.971822309379821,0.8618662499537377
0.08152111730835919,468,5,0.7343728394077932,0.545210661196468,0.9805478990853529,0.8680887403966452
0.07296198500844156,733,3,0.7407150118608832,0.7922703393816745,0.9703941540982723,0.8648821303723695
0.05126101598501058,721,3,0.82598186475076,0.5725820539253517,0.9591525842707009,0.8583924892620152
0.07713107164157673,900,3,0.8834663167749206,0.7677460800208786,0.9776393734183579,0.8684886826966255
0.04603411812883186,119,3,0.8758546350463705,0.9761524096484337,0.8105158626123473,0.8129608428987859
0.0843887734181659,152,3,0.9566762690326658,0.9026386915792093,0.8864039820704613,0.8385564057288796
0.016385253178111778,793,5,0.9723316751113011,0.6653655627713126,0.943262240810675,0.8517938788160322
0.03287109217393905,659,3,0.9459951360946997,0.7797803285570069,0.9281601545296558,0.8471979000359282
0.0865726974920568,612,5,0.877337133523576,0.9932821583108908,0.9870840076132941,0.874138893917891
0.07221947834073045,143,5,0.7302634547408625,0.83719511920727,0.929553838025673,0.8461655872242546
0.022680258472918536,695,3,0.9978882953821877,0.6768498143675745,0.8992893992802993,0.8403061396922196
0.04239586501586264,869,5,0.973993516823416,0.8066221581042226,0.9821086251104711,0.8684419519695323
0.059967457414869516,306,5,0.7571097459563834,0.5464255887951317,0.9610345318818271,0.8614962960463913
0.04066525955375047,158,4,0.5614836390616775,0.5105807118499956,0.8572917878269947,0.8195001864288223
0.05929935872810402,287,5,0.7381744801849425,0.6741723517779208,0.9596789697812925,0.8555027107355662
0.06046866915157471,360,4,0.7153480271311671,0.6205581249892829,0.9545532139361651,0.8541781188601159
0.05149070243935323,897,5,0.6571786325942954,0.8674401674810925,0.983249966262551,0.8752871290028487
0.020748256960285018,848,5,0.999234752060562,0.9185508741286935,0.9609390105705524,0.855029823591771
0.03576225953886448,660,5,0.546893539129865,0.7533633444386054,0.9701010260926373,0.86121406397466
0.0949602441323086,994,4,0.6235242664522774,0.8340853895133709,0.9880868642652287,0.8694765881461238
0.017761094417423663,179,4,0.7618341337293333,0.9250547060021201,0.805130771554639,0.8021073597708525
0.06069517698543247,731,3,0.7741890493066017,0.7355997392365192,0.965267151434834,0.8609969705792867
0.0768484482437642,285,5,0.9224022210047701,0.9546217676808284,0.9695774729628875,0.8568737927269674
0.038315718243978975,258,5,0.5386584832255525,0.9677505519578341,0.927551710466969,0.8472303581584804
0.08937799049710027,819,5,0.9864801557214405,0.619837997971417,0.9914871410781679,0.8755424989441278
0.025018598760227495,552,4,0.5878365097328693,0.865244304109059,0.9287383156123178,0.8471673389976125
0.08985375390490122,531,4,0.718615519839266,0.9500304594947931,0.9800577031161953,0.8702902096303384
0.07868812046813314,144,3,0.6101387734758239,0.8186362549513149,0.8719978727201454,0.8330385136163846
0.02956505405902319,102,5,0.5368944886761304,0.6587895262843495,0.8272767994325015,0.8133347715551745
0.06964552159403287,705,4,0.8964847293075316,0.7050293059534577,0.9807609433743103,0.8658231557959707
0.07962094008412506,284,4,0.9147696281648745,0.5298650510052066,0.9563111630100952,0.8549130004668514
0.07675524277461501,302,5,0.7635112046282434,0.9382501129196832,0.9712239395544116,0.8624842243694882
0.04423801324117457,909,5,0.6520819236451074,0.717989534518262,0.9813330708118768,0.8729677366700531
0.028802171027371704,331,4,0.6737062109043062,0.7211352095729118,0.8990104591568342,0.8372489318316295
0.018553083660397908,370,3,0.9623868984814008,0.8081394451581904,0.8257055963668639,0.8214700546452197
0.08441738833061742,411,5,0.8879414426403996,0.9089920887366058,0.9812607281313869,0.8677630327138884
0.06492930492525018,526,5,0.6830490900482735,0.6989246396247204,0.978992997881623,0.8684902346713907
0.013541539409722567,942,5,0.8613262618042242,0.9137516556694913,0.9455363796752894,0.8519020026901102
0.09160663238292874,685,5,0.7736572584629069,0.619738568647596,0.9882209862999065,0.8744020731813051
0.029816483746060975,564,4,0.633989681370549,0.6699347967424761,0.9395475638231744,0.8482769295918631
0.021342772506881207,974,5,0.6482490343936624,0.7980508753313891,0.9662498478864356,0.8637005879216632
0.05895274479368893,762,4,0.9642335650989,0.8716540162520792,0.9796250308125292,0.8696218657359428
0.019474128566848034,837,3,0.5909338931710336,0.8841754050859475,0.9090528005513683,0.8421109591694879
0.04969601375718625,100,5,0.5392989536069388,0.5473370863463376,0.869800407213198,0.8318822016733121
0.019383225091220892,792,3,0.8309025003665926,0.6069696668022453,0.9012580301215328,0.8411252955210444
0.0673897784210184,767,3,0.5759450962553543,0.6195608204842411,0.9698373109949716,0.8587072824941752
0.09430573127792598,139,4,0.8188728031160061,0.6097631681228075,0.9236378303505622,0.8444163469067145
0.050880110861937757,793,5,0.890093387423136,0.6622125877414555,0.983104794287702,0.8701456595218152
0.09914287812243548,615,3,0.901693552091344,0.8390932254886836,0.9764297982312542,0.8622565394353098
0.08001838008785053,565,4,0.8243075442680285,0.9407322510832128,0.9787754269049098,0.8688075698483262
0.08114296962486268,617,4,0.9410509624613332,0.7572415293909778,0.980900992261192,0.8661001117254993
0.02277225728633022,326,5,0.6154780379521906,0.5116725030946223,0.9054923564436366,0.8410197118447676
0.08200909078265928,597,3,0.6490972158124322,0.6433757923743151,0.9691992625866007,0.8582499428365102
0.013679243373874396,219,5,0.8432419938464941,0.7073128012767547,0.8278410009765514,0.8111164563137537
0.028207952439640423,635,3,0.6634142736238373,0.7611055259958817,0.9148441378062488,0.8428478652494621
0.05572305874503857,436,5,0.8498200878466792,0.8446470744709842,0.9722219789359248,0.8610240781115818
0.06747783723513616,117,4,0.5751689528720407,0.8768156956031916,0.8842207994841284,0.8318781582727257
0.029896555599365382,761,4,0.7549266426202844,0.8798423588214159,0.958128069659558,0.8548412614100608
0.08237765708266566,927,4,0.6638582067738583,0.7019719002332946,0.9859558446848568,0.8710120783609456
0.07241610641913353,442,5,0.5145241622901471,0.5379803015256883,0.9765146932498617,0.8641823554175864
0.05181494465091528,509,4,0.8489541164177866,0.8089108022120284,0.963831016533201,0.8595911974137378
0.05053861109868147,362,4,0.8259845917073452,0.9923142123392718,0.9462319885556184,0.8511302646144276
0.030707122541240882,919,5,0.9813587404076389,0.8418286119482414,0.9764920772012846,0.8656754862333016
0.05855749088968442,587,5,0.7654170065953269,0.7081999986654848,0.9787014515995124,0.8688760053537485
0.0813558149270665,287,3,0.5705956131200076,0.9332249369878038,0.9363835600904443,0.8501862369320385
0.015310911116294505,589,4,0.6611111432264971,0.8220567004981041,0.8938105009465538,0.8402572392131556
0.043808383819845885,689,4,0.843524479016214,0.6617343825568451,0.9674619503103615,0.8612646627263154
0.07314043182892323,263,5,0.7748045208798802,0.5197257182314781,0.9633181933173416,0.8589957238695154
0.03300018886154793,376,5,0.5409638667592673,0.823728080076852,0.9404995537281393,0.8481636225132348
0.08656889270858882,765,4,0.8848557063945455,0.591298794434803,0.9853789509480769,0.8750746326742616
0.044123349664674794,966,5,0.5126402648818782,0.5747350006494583,0.9801310253346349,0.8725881233640996
0.09141345715480381,464,3,0.8921491290279047,0.592154001629835,0.963910994456263,0.8586078546102941
0.07903537434831757,167,5,0.8722270097225582,0.7027540517961685,0.9473233248610997,0.8476808707097692
0.07449532563790777,973,4,0.7620236495913726,0.7350836398686134,0.9861608717240613,0.8750276842724651
0.06239031189784174,130,3,0.8182086896714749,0.61707900306557,0.8435611314513567,0.8247942571028446
0.08181571666256846,364,5,0.7946536333200225,0.5876082575731425,0.9768562827585344,0.8667031180438962
0.061264257524831944,755,5,0.892992916593492,0.5674906744412217,0.9845961757043316,0.8716958414746908
0.036393541057744484,550,5,0.8696562906437164,0.5696235368184129,0.9659557017582866,0.858486357046526
0.07475843580972387,661,5,0.6667432717158248,0.6841315779673325,0.9841777545854338,0.8705785598633269
0.06970764356573314,906,4,0.8669787476140318,0.7454684318164646,0.9844539421363068,0.8740980147835526
0.08556698479105422,110,3,0.717729501116242,0.9805853317699694,0.8550176045972322,0.8274014643170701
0.06286200835153885,672,5,0.9557998783598546,0.7043754382958354,0.9848796915772127,0.8670880505667906
0.03325449329913145,564,4,0.5008768561967283,0.5964261743266936,0.946439678421901,0.8556148245190226
0.016137595046060344,779,5,0.6836883667170299,0.8258905725306696,0.9443516026856945,0.8508967902684423
0.03355674897911372,613,5,0.9310896900586001,0.8853932777366595,0.9678734508575236,0.8545500856356119
0.08902049099736144,614,5,0.6136207116427156,0.8464018689240601,0.9858123920131923,0.8738615988630062
0.04776475613496518,473,5,0.7570338048570946,0.9944776415694935,0.9700187224748567,0.858540505006269
0.07627020191604837,756,5,0.7640110683326624,0.839982978492728,0.9871549198181203,0.8738316436806797
0.03131767828430028,101,4,0.8319660395529915,0.8773156068197212,0.7986185086607467,0.8021565932013897
0.010910902872319385,964,5,0.9502509750992347,0.6229638873381804,0.9323920878534773,0.8483422479178226
0.04188943716143081,580,3,0.6771051038917539,0.7239186277658802,0.9370031548512331,0.8470326108290884
0.053838455258630666,831,5,0.8011122721589009,0.6180271288716621,0.9838165263605951,0.8716012642813531
0.06915537393405657,379,3,0.6878838337750506,0.6157745835724961,0.9403212030728942,0.8495690157448675
0.016747122419420488,926,4,0.9414783072264556,0.8075484492915361,0.9329313066432044,0.8477700487689763
0.061107086810966875,435,3,0.8054253430049472,0.6750179430115413,0.9425212714674198,0.8497561703669475
0.018030119853357417,873,4,0.9216085812478281,0.9700772026475064,0.9364757721654308,0.8462034114154071
0.022173426060521695,264,3,0.5344017444219847,0.5663694553085361,0.8160327276239846,0.815055104718168
0.052937084342140485,371,5,0.8954318205834204,0.7521431341639581,0.9650977647265184,0.8589884558383117
0.04089321817172264,140,3,0.6173613276426371,0.5257232746472786,0.8154460455895352,0.8101799024355076
0.07278542800570018,472,4,0.5142849067180879,0.7225324484592834,0.9702511990155842,0.862629700199906
0.04982234872616669,251,4,0.7017969380240596,0.9885063356499554,0.9186157225393197,0.8449091478742685
0.03658496768448653,633,5,0.5016512371945376,0.7116590861744568,0.9684680905577145,0.8581339702700475
0.08589718827933356,410,5,0.7430885885236589,0.9946357389621212,0.9802637983003395,0.8685295901582853
0.06848562668709858,161,4,0.8127949465622568,0.9947480380308475,0.9109319074196436,0.8372503342107884
0.07226844250991968,333,4,0.7419685950581112,0.766082354998798,0.9601111107737416,0.8534102938096266
0.013397489126302104,454,4,0.8623210075981871,0.5903858281349716,0.8545931856703114,0.824001098500621
0.05907205263684213,114,3,0.9442586920755848,0.5470932029426165,0.8224033082123006,0.81371207645057
0.01672749102725914,633,5,0.6017072713822922,0.6271150218663284,0.9309315286033559,0.8473316374591853
0.07117272654194153,694,5,0.6696069152361344,0.6579459341519676,0.9846701748627574,0.8733150878543584
0.08011584884651138,793,3,0.7933349430016227,0.8782866881442206,0.9764322659174587,0.8642546638728617
0.016147562241733734,510,5,0.5076620482738625,0.5704535129151971,0.9127108949491907,0.8449627623597736
0.013748510153406923,856,4,0.7178073799675746,0.6578434364348548,0.9122819905762901,0.8442330966840802
0.048385290660327665,282,4,0.6494960399096958,0.5874458306357304,0.9239385907405729,0.8458465709739482
0.09831624946323421,918,5,0.8358607617606979,0.9350521408093236,0.9935486076264216,0.8752470617680946
0.026060164112680112,574,4,0.9549416028536428,0.781043840169769,0.9316111177663754,0.8452254366517156
0.07051823153878715,888,3,0.5213312230222349,0.5417683338088686,0.9729698298250969,0.8580527714189652
0.0955225776267122,866,3,0.6264109577474473,0.6650644384213329,0.980559017434534,0.8689174804942501
0.02312243995190532,729,4,0.6371752101753962,0.5771614067311966,0.9398137735661979,0.853209862789081
0.07293831628882948,791,5,0.9989538204958796,0.9948746415370495,0.9893543795442971,0.8739606859928007
0.0824359335328153,844,4,0.5481075842881225,0.5630211384939101,0.9831174504736857,0.8699145457239603
0.09232063990892951,425,5,0.7361846738118645,0.5866270435840135,0.9820434456237891,0.8681446067834833
0.09005887653721126,747,4,0.9030009600325821,0.9352734157646897,0.9858036469199226,0.8684092852432723
0.046456221095998125,787,5,0.6509842126969091,0.9262987650285992,0.9801269348089511,0.87387343682478
0.017220598941789712,394,5,0.6172932590938895,0.9763947650577054,0.8983512891552505,0.8387879409061278
0.08160903556093134,883,3,0.6541184077556335,0.7025113940672018,0.9780068069740071,0.8683628264187055
0.09286734653930132,529,5,0.6846517970110495,0.6345530048183698,0.9842500188850217,0.8696534755297807
0.0865459590147136,382,3,0.726348656573427,0.7452858426391178,0.9553860171737351,0.8540608611061438
0.036618457228150034,746,5,0.5749246080373783,0.9343190202216299,0.9740916676277965,0.8647093338811462
0.011299141045644482,480,3,0.8782054559522499,0.5303084920340193,0.8051267091399825,0.8124734789630751
0.026436687572831567,516,5,0.5296182837007986,0.945104928698085,0.9475755930151236,0.852946514297062
0.0569510546552879,171,5,0.9500060958767061,0.8135523864188678,0.9271597578301771,0.8437118137540514
0.033973058267930754,623,4,0.7228612063668783,0.8192103450927419,0.9544074954835011,0.8536482108585932
0.06914696266713362,600,4,0.7823825890132077,0.9299155439014186,0.9770719149037107,0.8688288096384854
0.06986079599350471,490,4,0.7387964292227612,0.9317508578308245,0.9721658703222413,0.8624692733058091
0.018809762893429886,577,5,0.5501359328741838,0.5255875881685027,0.932130234873708,0.8510480077893264
0.02210441484019296,768,3,0.8198828987662434,0.8504030842951922,0.9107146449625,0.8446600487007639
0.046266327978196686,229,5,0.7174536276848228,0.8905524497774078,0.9310971991616122,0.8471421954636625
0.09505573580950723,879,3,0.7556024059040758,0.8949306915692412,0.9807669444647145,0.8722131488721231
0.0924095767670485,348,3,0.7131556913379076,0.7022136463855204,0.952161575411696,0.8509310989157922
0.03241445597677409,372,5,0.8754615151462104,0.7684492101758513,0.9410685785225656,0.8517556399396913
0.08687139740166785,554,3,0.6103990860480053,0.6580257347595171,0.9668450731037698,0.8583212538533508
0.07730986272189895,492,5,0.8521499050099266,0.5924622377157034,0.9823265721720118,0.8665746344723845
0.02976474920562805,387,4,0.8222499804803605,0.7877467850458896,0.9124176568965321,0.842038346708448
0.07662290470714349,995,4,0.5753942245103971,0.5167749277455013,0.9848169111000659,0.8744993400829487
0.0639839564656211,330,5,0.860852254539189,0.6476942293285574,0.9676669969381376,0.8571362328886009
0.046226478935049706,976,3,0.7895040528352075,0.8385497051486486,0.9662586368510541,0.860221490135838
0.08777412487100368,372,3,0.5601757216577254,0.8032479532880843,0.9527481483976696,0.8535399914470488
0.08439272495264338,482,3,0.9882932655497579,0.784445803229408,0.9631264459566847,0.8570879853613054
0.04817788875188682,389,3,0.8558783445962159,0.9748036106478801,0.919582462825577,0.8451800574449023
0.06988701628585982,198,5,0.7041711707239133,0.9654957715343125,0.9492726375001975,0.8534993279571863
0.07476107955912739,809,3,0.8723491808818828,0.9009183966530657,0.9767141909260493,0.8631665841486172
0.06076586671098128,933,3,0.5494434342255718,0.5526017766290023,0.9704766885067078,0.8625450284019796
0.04702782791095084,960,4,0.6673998802684427,0.6937523449908565,0.9777150957827326,0.8702149203996753
0.012523852414970572,714,3,0.54379497185945,0.8168012962505055,0.8570389170194641,0.833218044138847
0.01734334754571519,627,5,0.7609645369703233,0.950318132978174,0.9353070588023904,0.8469120688605871
0.04106808716648934,253,4,0.9708661334811353,0.5744882347413427,0.9008758378875004,0.8356307363770976
0.062093216998787455,751,3,0.8820824469765809,0.9887398072265541,0.9671829526409353,0.8603308442193113
0.09456270521923853,436,5,0.611993726703862,0.7133090708350334,0.982190719302301,0.8714030896025305
0.011208927382643778,323,5,0.9488344264835424,0.9450820825623998,0.8442099987856047,0.8170435001515263
0.030618844042863365,149,4,0.8296649606759688,0.7541323457472112,0.8341387630453293,0.8150688887320534
0.08414642155271862,333,5,0.747599090887265,0.7735471179192082,0.9758634653182587,0.866391003262359
0.03260034260642493,881,3,0.6132473740626383,0.9756901560861866,0.9469710876379878,0.8544532855408223
0.02127171655355499,144,5,0.8582128082169891,0.9819661234828873,0.8304773873307084,0.8139411855143074
0.06131918140133537,317,3,0.6772590486956485,0.6526344770255583,0.9213494384906841,0.8463780885730916
0.06575070667804284,770,5,0.9663103984843178,0.7752844025378715,0.9864422095221466,0.8724894667186274
0.07520358321242057,841,3,0.6281029527634028,0.938584182769008,0.9757302067179664,0.8663936196649414
0.061339892337855015,504,5,0.5262720126339073,0.5631494679542461,0.9758018918346191,0.8629661791500136
0.018765663796239035,286,4,0.7468905188229129,0.9687489716004865,0.8481187086046887,0.8212788594999951
0.03739682197581071,658,3,0.8669572848620332,0.8190394410595874,0.9383220939525,0.8472327108590857
0.03650550800636473,436,5,0.5598425446916103,0.7302656073878075,0.9547007843048627,0.853389093962649
0.03658704961476462,433,4,0.7605045144183487,0.9961959156036928,0.9376124022682467,0.8454815302122383
0.013419413687688033,811,5,0.589553734619988,0.7434882798335416,0.9322312009693626,0.8498406413728441
0.0787362591942182,661,4,0.5335653976202943,0.9445468455451276,0.9789293707660071,0.8672141662788386
0.07711660592565642,265,3,0.6645204033515753,0.5118098492305008,0.9236954658758896,0.8454842134080158
0.04731323809320211,758,3,0.7133316501678544,0.6072789527741873,0.9582989988044114,0.8572567961209118
0.08556086628111799,225,4,0.6828356052021981,0.8266328477395534,0.946447236687646,0.850632840804767
0.0969210966478507,227,5,0.5235479332335176,0.5527400371692861,0.965417859992908,0.8588085745944389
0.09217496235159386,885,3,0.561764169387666,0.5464554391367491,0.978576049240878,0.8679803383032901
0.022557561058093624,270,4,0.5207672799818168,0.9444937475418982,0.8608305428393007,0.8245900610358373
0.09643587521106003,830,3,0.7357620660205592,0.9210418777578298,0.9804825737890999,0.8679052101060437
0.09916189002797046,142,5,0.9209652606139976,0.7375563044735391,0.9498862325739349,0.8505025934554955
0.07801942917405982,123,5,0.8128390034208774,0.7665254568174757,0.9245659504117288,0.8469870495159736
0.03979200916361492,565,4,0.8172557544548624,0.6481779039422777,0.9581183033355577,0.8566559983915419
0.08491780929216733,470,5,0.8482567479462624,0.7966284400588943,0.9828219664411207,0.8720373709209921
0.05548977079646389,460,5,0.5050916014355672,0.6277889211320664,0.9712626906065952,0.8584104812063316
0.09426086638591898,168,3,0.6429805757049576,0.9453485146143508,0.9028608572375711,0.8358687633180659
0.09840558802390001,649,5,0.731475688683304,0.5984625053475715,0.9882970379556928,0.869986307407852
0.08613855064126305,768,3,0.8493326151281431,0.5796190770579004,0.9769322010475323,0.8661900924869153
0.06798408398441441,467,5,0.9473444331146501,0.7513195582925315,0.9795506599481884,0.8669306073022021
